Designation,Abstract,Season
Deregulatory,"This interim final rule amends the Department of Veterans Affairs (VA) regulation governing persons who may receive VA burial benefits on behalf of a deceased veteran. As amended, the regulation sets forth VAâ€™s policy of paying an automatic burial benefit to surviving spouses who were not established in VA systems as a veteranâ€™s spouse at the time of the veteranâ€™s death. The intended effect of this amendment is to ensure that a veteranâ€™s surviving spouse receives burial benefits to which he or she is entitled at the earliest possible time.",Fall_2017
Regulatory,"The U.S. Environmental Protection Agency (EPA) is proposing to amend its confidential business information (CBI) regulations under 40 CFR part 2, subpart B, Confidentiality of Business Information. Specifically, the EPA intends to amend the existing CBI regulations to update the regulations to comply with case law requirements; consolidate procedures for identifying, handling, and processing CBI; and correspond with other federal agencies' CBI regulations. In amending the CBI regulations, the EPA expects the amendments will improve the processing of information requests for CBI, while ensuring the appropriate protection of CBI and reducing the burden on both the EPA and the regulated community.",Fall_2017
Regulatory,"The EPA is proposing nutrient criteria water quality standards for lakes in Missouri to address EPA's 2011 disapproval of Missouri's nutrient criteria. EPA is under a consent decree to either take CWA section 303(c) action to approve water quality standards adopted by Missouri that address EPA's 2011 disapproval or to propose water quality standards by December 15, 2017. The consent decree also requires EPA to sign a final rule by December 15, 2018, if water quality standards to address the EPAâ€™s 2011 disapproval have not yet been submitted by Missouri and approved by EPA.",Fall_2017
Regulatory,"The EPA is proposing water quality criteria in Oregon to protect aquatic life from the harmful effects of exposure to toxic levels of aluminum. In January 2013, the EPA disapproved Oregon's new and revised freshwater acute and chronic criteria for aluminum, based on concerns that the criteria would not adequately protect aquatic life in Oregon. Oregon has not yet adopted or submitted criteria for aluminum to address EPA's disapproval. Therefore, consistent with Clean Water Act Section 303(c)(3), the EPA is proposing aluminum criteria to protect aquatic life in Oregon. This rule will improve water quality, protect aquatic life, and strengthen Oregon's natural ecosystem. Under a consent decree with Northwest Environmental Advocates, EPA has until December 15, 2017 to either take an action under CWA section 303(c) to approve aquatic life criteria for aluminum submitted by the state of Oregon, or, if aluminum criteria have not yet been submitted by Oregon and approved by EPA, to propose statewide federal aquatic life criteria for aluminum in Oregon. The consent decree also requires EPA to sign a final rule by September 29, 2018, if aluminum criteria have not yet been submitted by Oregon and approved by EPA.",Fall_2017
Deregulatory,"The Environmental Protection Agency and the Department of the Army (""the agencies"") are publishing this proposed rule as a second step in a comprehensive, two-step process to revise the definition of ""waters of the United States"" consistent with the Executive Order signed on February 28, 2017. This follows the first step which is seeking to recodify the preexisting definition of ""waters of the United States."" In this second step, the agencies are conducting a substantive re-evaluation and revision of the definition of ""waters of the United States"" in accordance with Executive Order 13778, Restoring the Rule of Law, Federalism, and Economic Growth by Reviewing the â€˜Waters of the United Statesâ€™ Rule.â€",Fall_2017
Regulatory,"The Lead and Copper Rule (LCR) reduces risks to drinking water consumers from lead and copper that can enter drinking water as a result of corrosion of plumbing materials. The LCR requires water systems to sample at taps in homes with leaded plumbing materials. Depending upon the sampling results, water systems must take actions to reduce exposure to lead and copper including corrosion control treatment, public education and lead service line replacement. The LCR was promulgated in 1991 and, overall, has been effective in reducing the levels of lead and copper in drinking water systems across the country. However, lead crises in Washington, DC, and in Flint, Michigan, and the subsequent national attention focused on lead in drinking water in other communities, have underscored significant challenges in the implementation of the current rule, including a rule structure that, for many systems, only compels protective actions after public health threats have been identified. Key challenges include the rule's complexity; the degree of flexibility and discretion it affords systems and primacy states with regard to optimization of corrosion control treatment; compliance sampling practices, which in some cases, may not adequately protect from lead exposure; and limited specific focus on key areas of concern such as schools. There is a compelling need to modernize and strengthen implementation of the rule - to strengthen its public health protections and to clarify its implementation requirements to make it more effective and more readily enforceable. EPA is evaluating the costs and benefits of the potential revisions and assessing whether the benefits justify the costs.",Fall_2017
Deregulatory,"On February 28, 2017, the President signed an Executive Order, Restoring the Rule of Law, Federalism, and Economic Growth by Reviewing the â€˜Waters of the United Statesâ€™ Rule.â€ This rule was published on June 29, 2015. On October 9, 2015, the Sixth Circuit stayed the 2015 rule nationwide pending further action of the court but the Supreme Court is currently reviewing the appropriate jurisdiction for challenging the rule. With this proposed rule, the agencies intend to provide greater certainty about the jurisdictional extent of the Clean Water Act by proposing to amend the effective date of the 2015 Clean Water Rule while they continue to work to consider possible revisions to the 2015 rule.",Fall_2017
Regulatory,"Section 425 of the 2016 Consolidated Appropriations Act (Section 425) requires EPA to work with the Great Lakes states (Wisconsin, Illinois, Indiana, Michigan, Ohio, Pennsylvania, and New York) to create public notice requirements for combined sewer overflow (CSO) discharges to the Great Lakes. This rule would implement that requirement for CSO permittees. Section 425 requires (1) initial notification of CSO events, (2) follow-up notice, and (3) annual publication of a list of entities providing follow-up notice. At a minimum, the contents of the initial notice are to include the dates and times of the applicable discharge; the volume of the discharge; and a description of any public access areas impacted by the discharge. Follow-up notice requirements must include a description of each applicable discharge; the cause of the discharge; and plans to prevent a reoccurrence of a CSO discharge to the Great Lakes Basin. The minimum content requirements are to be consistent for all affected states. Section 425 provides that the notice and publication requirements are to be implemented within two years. However, EPA may extend the implementation deadline for individual communities if the community needs additional time to comply in order to avoid undo economic hardship. EPA worked with Great Lakes states' state environmental agencies to identify and evaluate options for implementing section 425. EPA also met with various stakeholder groups that represent municipalities, industry practitioners, and environmental organizations to hear their perspectives on implementing section 425 at a public listening session on September 14, 2016 in Chicago, Illinois. On January 13, 2017, EPA published a proposed rule that would establish public notification requirements for CSOs to the Great Lakes Basin. The proposed rule reflected input from Great Lakes states and the proposed requirements were modeled after various existing requirements for public notification in the different states' programs. The public comment period on the proposed rule closed March 14, 2017. EPA is currently conducting outreach to the states and reviewing public comments to develop the final rule.",Fall_2017
Deregulatory,"The Environmental Protection Agency and the Department of the Army (""the agencies"") published this proposed rule to initiate the first step in a comprehensive, two-step process to revise the definition of ""waters of the United States"" consistent with the Executive Order signed on February 28, 2017.",Fall_2017
Deregulatory,"The EPA is developing an Advance Notice of Proposed Rulemaking discussing the possibility of revisions to the Resource Conservation and Recovery Act (RCRA) subtitle D part 258 regulations for municipal solid waste (MSW) landfills to allow for accelerated waste decomposition in the presence of water. Specifically, the EPA is considering whether to revise part 258 to create new national standards for the operation of ""wet"" landfills and bioreactor landfills, in light of advances in landfill technology. The EPA intends to request information and data on the performance of wet landfills and bioreactors, and request comments on whether new national standards for wet landfills are appropriate, and if so, what regulatory changes the EPA should consider in developing any proposal.",Fall_2017
Deregulatory,"The Environmental Protection Agency (EPA) published in the Federal Register on January 13, 2017 a final rule to amend the Risk Management Program regulations under the Clean Air Act. Prior to the rule becoming effective, the EPA is considering petitions for reconsideration of this final rule; planning to take comment on specific issues to be reconsidered and considering possible regulatory actions to revise the Risk Management Program amendments.",Fall_2017
Deregulatory,"The EPA is publishing a proposed rule to modify the final Coal Combustion Residuals (CCR) Disposal Rule, published April 17, 2015. Issues covered by this proposal will include the height limitation of the vegetative slopes of dikes; the type and magnitude of non-groundwater releases that would require a facility to comply with some or all of the corrective action procedures set forth in the final CCR rule; and adding boron to the list of contaminants in Appendix IV of the final CCR rule that trigger the corrective action requirements under the final rule. These proposed changes would address specific technical issues consistent with a settlement agreement to resolve issues raised in litigation of the final CCR rule. Further, the Agency is considering provisions that establish alternative performance standards for owners and operators of CCR units located in states that have approved CCR permit programs, as well as other potential revisions based on comments received since the date of the final CCR rule and petitions for rulemaking that were granted on September 13, 2017.",Fall_2017
Deregulatory,"The EPA is considering a proposal to add hazardous waste aerosol cans to those ""universal wastes"" regulated under 40 CFR 273. This change in the Resource Conservation and Recovery Act (RCRA) regulations, once finalized, should benefit the wide variety of establishments generating and managing aerosol cans, including the retail sector, by providing a clear, practical system for handling discarded aerosol cans. The streamlined universal waste regulations are expected to (1) ease regulatory burdens on retail stores and others that discard aerosol cans, (2) promote the collection and recycling of aerosol cans, and (3) encourage the development of municipal and commercial programs to reduce the quantity of these wastes going to municipal solid waste landfills or combustors.",Fall_2017
Deregulatory,"EPA is proposing to update the flash point test methods for the determination of characteristically ignitable hazardous waste along with other minor changes. The currently required test methods refer to outdated standards developed by the American Society for Testing and Materials (ASTM standards) and require instrumentation that is no longer readily commercially available. In addition, the standards require the use of mercury thermometers. The proposed update to the flash point test methods will allow for the use of commercially available instrumentation and will no longer require mercury thermometers. The EPA will also propose that the requirements for mercury thermometers be removed from the SW-846 Compendium sampling methods. In addition, the proposal may be used to take comment on the alcohol exclusion for ignitable aqueous alcohols and whether a revision is necessary to improve existing waste management practices.",Fall_2017
Regulatory,"As a result of a consent decree, the EPA is embarking on a rulemaking for the prevention of hazardous substance discharges under section 311(j)(1)(C) of the Clean Water Act (CWA). Section 311(j)(1)(C) reads, in part: ""...as soon as practicable after October 18, 1972, and from time to time thereafter, the President shall issue regulations ... establishing procedures, methods, and equipment and other requirements for equipment to prevent discharges of ... hazardous substances from ... onshore facilities ... and to contain such discharges ..."" The CWA hazardous substances and their associated reportable quantities (RQs) are identified in 40 CFR parts 116 and 117, respectively. The EPA will assess the consequences of hazardous substance discharges into the nation's waters, and evaluate the costs and benefits of potential preventive regulatory requirements for facilities handling such substances.",Fall_2017
Deregulatory,"EPA intends to conduct a rulemaking on the interpretation of used in routine agricultural operations as it pertains to reporting requirements under the Emergency Planning and Community Right-to-Know Act (EPCRA). EPCRA section 304 requires all facilities at which a hazardous chemical is produced, used or stored to report releases of reportable quantities of any EPCRA Extremely Hazardous Substance and of any hazardous substance listed under the Comprehensive Environmental Response, Compensation and Liability Act (CERCLA). Congress, however, created an exception relevant to farms.",Fall_2017
Deregulatory,"Some pharmaceuticals are regulated as hazardous waste under the Resource Conservation and Recovery Act when discarded. Health care (and associated) facilities that generate hazardous waste pharmaceuticals have reported having difficulties complying with the manufacturing oriented framework of the subtitle C hazardous waste regulations for a number of reasons. First, under the current hazardous waste regulatory scheme, health care workers, whose primary focus is to provide care for patients, are often responsible for the implementation of the regulations. Second, a health care facility can have thousands of items in its formulary, making it difficult to ascertain which ones are hazardous wastes when disposed. Third, some active pharmaceutical ingredients are listed as acute hazardous wastes, which are stringently regulated even in small amounts. To facilitate compliance and to respond to these concerns, the EPA is considering a final rule that will revise the regulations to improve management and disposal of hazardous waste pharmaceuticals. The revisions are also intended to clarify regulation of a major mechanism used by health care facilities for management of unused and/or expired pharmaceuticals, known as reverse distribution.",Fall_2017
Deregulatory,"After promulgation of the first e-Manifest regulation in February 2014 to authorize the use of electronic manifests and to codify key provisions of the Hazardous Waste Electronic Manifest Establishment Act (or Act), the EPA is moving forward on the development of the separate e-Manifest User Fee Schedule Regulation. The Act authorizes the EPA to impose on manifest users reasonable service fees that are necessary to pay costs incurred in developing, operating, maintaining, and upgrading the system, including costs incurred in collecting and processing data from any paper manifest submitted to the system after the date on which the system enters operation. The EPA plans to issue both a proposed and final rule in setting the appropriate electronic manifest and manifest fees. In July 2016, the EPA published in the Federal Register the User Fee Proposed Rule, which proposed for comment the fee methodology for establishing the electronic manifest and paper service fees. The EPA plans in a final rule to establish a program of fees that will be imposed on users of the e-manifest system and announce the user fee schedule for manifest-related activities, including activities associated with the collection and processing of paper manifests submitted to EPA. The EPA also plans in that final rule to announce: (1) the date upon which the EPA will be ready to transmit and receive manifests through the national e-Manifest system and (2) the date upon which the user community must comply with the new e-Manifest regulation. Finally, the EPA plans to amend certain manifest regulations.",Fall_2017
Deregulatory,"The non-hazardous secondary material (NHSM) regulations under the Resource Conservation and Recovery Act (RCRA) identify which NHSMs are, or are not, solid wastes when burned in combustion units as ingredients and fuels. Under 40 CFR 241.4(b), persons can petition the EPA to list additional NHSMs as categorical non-waste fuels. The Agency received a petition from the Treated Wood Council in April 2013 requesting that nonhazardous treated wood biomass be categorically listed as non-waste fuels. In August 2015, the Treated Wood Council requested that the Agency move forward on a categorical non-waste listing for a subset of materials that were identified in the April 2013 petition; specifically, other treated railroad ties that are treated with the preservatives creosote-borate, copper naphthenate, and copper naphthenate-borate.",Fall_2017
Deregulatory,"The EPA proposed amending existing regulations in 40 CFR parts 260, 262, 264, 265, and 267 regarding the export and import of hazardous wastes from and into the United States. The EPA proposed changes to: improve protection of public health and hazardous wastes and ensure accessibility and transparency of export and import documentation. Specifically, the Agency proposed to revise the existing regulations to require exporters of hazardous waste and facilities receiving hazardous waste import shipments to maintain a single Web site (""Export/Import Web site"") to which documents can be posted regarding the confirmation of receipt and confirmation of completed recovery or disposal of individual hazardous waste import and export shipments. These changes were intended to improve information on the movement and disposition of hazardous wastes, improving the Agency's ability to monitor compliance with applicable legal requirements; and will enable regulated parties, interested members of the community, and the government to benefit from the electronic provision of data. The EPA also proposed to apply a confidentiality determination to exclude documents related to the export, import, and transit of hazardous waste and export of excluded CRTs from confidential business information (CBI) claims. At this time, the EPA only plans on finalizing the confidentiality determination to exclude documents related to the export, import, and transit of hazardous waste and export of excluded CRTs from confidential business information (CBI) claims. By providing a consistent approach to addressing confidentiality claims with respect to the documents within the scope of this rulemaking, this action will result in cost-savings and greater efficiency to both the regulated community and the EPA.",Fall_2017
Regulatory,"On December 18, 2008, the EPA published a Final Rule, ""CERCLA/EPCRA Administrative Reporting Exemption for Air Releases of Hazardous Substances from Animal Waste at Farms (73 FR 76948) (""the Final Rule""). The Final Rule established exemptions from certain reporting requirements under the Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA), and the Emergency Planning and Community Right to Know Act (EPCRA). On January 15, 2009, Waterkeeper Alliance, Sierra Club, the Humane Society of the United States, Environmental Integrity Project, the Center for Food Safety, and Citizens for Pennsylvania's Future (collectively, ""Waterkeeper"") filed a Petition for Review of the Final Rule. The petition challenged the exemptions under both CERCLA and EPCRA. On March 17, 2009, the National Pork Producers Council filed its Petition for Review challenging a portion of the Final Rule that amended the EPCRA regulations. The two cases were consolidated. On February 11, 2009, the National Chicken Council, National Turkey Federation, and U.S. Poultry & Egg Association moved to intervene on behalf of the EPA to assert their interests in the Final Rule. The case was held in abeyance so that the Parties could participate in the D.C. Circuit Mediation Program. On April 11, 2017, the DC Circuit Court vacated the rule. The court extended its mandate until November 14, 2017. The EPA is issuing a final rule in accordance with the court's mandate.",Fall_2017
Regulatory,"The Clean Power Plan (CPP), 80 FR 64662 (October 23, 2015), was promulgated under section 111 of the Clean Air Act. 42 U.S.C. 7411. Due to concerns about the EPA's legal authority and record, 27 states and a number of other parties sought judicial review of the CPP in the D.C. Circuit. State of West Virginia v. EPA, No. 15-1363 (and consolidated cases) (D.C. Cir.). On February 9, 2016, the Supreme Court stayed implementation of the CPP pending judicial review. Following full merits briefing, oral argument was held before the D.C. Circuit, sitting en banc, on September 27, 2016. That case is currently pending in the D.C. Circuit. On March 28, 2017, President Trump issued Executive Order 13783 establishing a national policy in favor of energy independence, economic growth and the rule of law. The Executive Order specifically directed the EPA to review and, if appropriate, initiate reconsideration proceedings to suspend, revise or rescind the CPP. The EPA has now conducted its review of the CPP, as directed by the Executive Order, and has concluded that ""suspension, revision, or rescission of [the CPP] may be appropriate"" on the basis of the agency's reinterpretation of the statutory provisions underlying the CPP. On October 10, 2017, the Administrator signed a Federal Register notice proposing to repeal the CPP. In light of that proposed repeal, the EPA will be signing, in the near future, an advanced notice of proposed rulemaking that will solicit information on systems of emission reduction and provide notice of the agency's interest in developing a rule similarly intended to reduce carbon dioxide emissions from existing fossil-fueled electric utility generating units and to solicit information for the agency to consider in developing such a rule.",Fall_2017
Deregulatory,"The EPA published in the Federal Register the ""Release of Final Control Techniques Guidelines for the Oil and Natural Gas Industry"" on October 27, 2016 (81 FR 74798). These guidelines provided recommendations for reducing volatile organic compound (VOC) emissions from existing oil and natural gas equipment and processes in Moderate and higher classified ozone nonattainment areas and states in the Ozone Transport Region. In this action, the EPA requests comment on potentially withdrawing these guidelines in their entirety.",Fall_2017
Deregulatory,"This proposed rule would revise the definitions, monitoring, record keeping, and reporting requirements associated with the allowance trading programs (e.g., Acid Rain, Cross State Air Pollution Rule etc.) implemented by EPA in conjunction with states. EPA periodically revises these regulations in order to update test methods incorporated by reference, correct known errors, clarify, and otherwise modify provisions where necessary to ensure that the requirements remain current and provide flexibility. The proposed rule would also update or remove other provisions of the Acid Rain Program that applied only in earlier phases of the program.",Fall_2017
Deregulatory,"This action makes corrections and updates to source test methods, performance specifications, and testing regulations for air emission sources under 40 CFR parts 51, 60, and 63. The revisions include corrections to testing provisions that contain inaccuracies and typographical errors, updates to outdated test methods, and the addition of alternative testing procedures the agency has deemed acceptable to use. An example correction is in Method 204, where the current enclosure area ratio, which is inadvertently identified as being less than 10.05, is being revised to be less than 0.05. This action is developed every few years to keep rules up-to-date and to ensure that compliance testing and monitoring are done correctly.",Fall_2017
Deregulatory,"The Environmental Protection Agency is proposing to revise 40 CFR part 60, appendix A, method 23, ""Determination of Polychlorinated Dibenzo-P-Dioxins and Polychlorinated Dibenzofurans from Stationary Sources,"" which was last revised on March 31, 1995 (60 FR 28378). This proposed update to method 23 is a complete republication of the method to determine polychlorinated dibenzo-p-dioxins (PCDD's) and dibenzofurans (PCDF's) which will now include an option to determine polycyclic aromatic hydrocarbons (PAH's), and/or polychlorinated biphenyls (PCB's). This proposed update would revise the analytical procedure to include isotope dilution mass spectrometry combined with high resolution gas chromatography which is consistent with industry practice. The update would move the method from a prescriptive to a performance-based methodology and remove requirements in the method to use outdated standards or materials. This would provide industry an appropriate method in the execution of Method 23, which has shown wide variation in its implementation and allow many performance-based options and procedures.",Fall_2017
Deregulatory,"This action will address a granted reconsideration issue and several technical corrections for the Agency's promulgated final National Emission Standards for Hazardous Air Pollutants (NESHAP) for Clay Ceramics Manufacturing. This final rule was promulgated on October 26, 2015 (80 FR 65470), 40 CFR part 63, subpart KKKKK. The NESHAP established emission limitations and work practice requirements based on maximum achievable control technology for control of hazardous air pollutants from kilns and dryers at new and existing clay ceramics plants. The granted reconsideration issue is based on a revision for subpart KKKKK to the location of the temperature probe when demonstrating dioxin compliance. In response to comments received on the proposal, the EPA changed the location of the probe from the kiln to the stack in the final rule. Since the public did not have a chance to comment on the revision during the comment period, the reconsideration was granted. In addition to this proposed revision to the temperature location related to dioxin limit compliance, several technical corrections will be proposed covering compliance parameters for water curtains and visible emission location sites.",Fall_2017
Deregulatory,"This action proposes to correct and clarify language in the final rule signed on December 1, 2015, and to propose several substantive revisions to record keeping and operational requirements. Proposed changes include reducing record keeping requirements for maintenance venting activities and requiring the use of separation equipment in the delayed coker water-over water discharge process. We are also proposing requirements to address pilot-operated PRD and are specifying under what conditions refiners must consider air entrainment in flare assist systems. This proposal includes corrections of typographical errors and cross referencing errors where the rules cite incorrect sections and/or paragraphs. We are replacing language that was inadvertently removed from the rule during Office of the Federal Register publication regarding heat exchanger system record keeping and reporting requirements. Finally, we are proposing language revisions to more clearly reflect the rule requirements. For example, specifying an averaging time to determine whether a flare is operating above its smokeless capacity, consistent with other flare monitoring requirements, and clarifying that deck fitting controls are considered reference control technology for storage tanks. These revisions are being proposed in order to remove uncertainty associated with the implementation of the final rule amendments and to simplify compliance. This action will impose no additional costs and likely decrease costs associated with complying with the rule. It will also not affect emission reductions anticipated from the final rule.",Fall_2017
Deregulatory,"This direct final rule with parallel proposal would revise EPA's definition of Volatile Organic Compounds (VOC). The action would exclude hexafluorobut-2-ene (also known as HFO-1336mzz-Z) from the definition of VOC on the basis that this compound makes a negligible contribution to tropospheric ozone formation. The VOC exemption petition was submitted by E.I. DuPont de Nemours on February 4, 2014. This action reduces burden because it relieves the industry from characterizing and tracking certain information associated with this particular compound.",Fall_2017
Deregulatory,"On June 3, 2016, the Environmental Protection Agency (EPA) finalized ""Oil and Natural Gas Sector: Emission Standards for New, Reconstructed, and Modified Sources"" (2016 OOOOa rule). The EPA received five petitions for reconsideration on the 2016 OOOOa rule. By a letter dated April 18, 2017, the Administrator announced the convening of a proceeding for reconsideration of the fugitive emission requirements at well sites and compressor station sites in the 2016 OOOOa rule. On June 5, 2017, the EPA granted reconsideration of additional requirements in that rule, specifically the well site pneumatic pumps standards and the certification of closed vent system design and capacity by a professional engineer. This action is the reconsideration proposal.",Fall_2017
Deregulatory,"As the infrastructure of municipalities age, so do the utilities serving the population. Water pipes, including drinking water, waste water, and storm water, are handled by a system of pipes which deliver drinking water to residences, carry waste water to treatment plants, and carry storm water to streams and lakes. Existing water pipes can be made of various components, including asbestos cement (A/C) pipes and are subject to regulation under the National Emission Standards for Hazardous Air Pollutants for Asbestos (Asbestos NESHAP). When A/C pipes age, the cementitious bonds in the pipe matrix weaken, primarily due to the pH of the water and particulate in suspension. These mechanisms degrade the pipes causing them to become compromised and leak. Because water pipes of all types run beneath and beside major roadways, beneath buildings and overlap other utilities (e.g., gas, electricity, cable), their replacement can potentially be problematic, especially in high density residential and urban areas. Even replacement in suburban and rural areas can require negotiation beneath roadways and other major structures. In this proposed action, the EPA intends to evaluate and determine potential alternative work practice standards for A/C pipe replacement subject to the Asbestos NESHAP.",Fall_2017
Deregulatory,"EPA is proposing to repeal the emission standards and other requirements for heavy-duty glider vehicles, glider engines, and glider kits based on a proposed interpretation of the Clean Air Act (CAA) under which glider vehicles would be found not to constitute new motor vehiclesâ€ within the meaning of CAA section 216(3), glider engines would be found not to constitute new motor vehicle enginesâ€ within the meaning of CAA section 216(3), and glider kits would not be treated as incompleteâ€ new motor vehicles. Under this proposed interpretation, EPA would lack authority to regulate glider vehicles, glider engines, and glider kits under CAA section 202(a)(1).",Fall_2017
Deregulatory,In 2016 EPA finalized a rule updating the refrigerant management requirements under the Clean Air Act. This action revisits aspects of the 2016 ruleâ€™s extension of the refrigerant management requirements to substitutes like hydrofluorocarbons.,Fall_2017
Deregulatory,"The EPA promulgated amendments to the National Emission Standards for Hazardous Air Pollutants (NESHAP): Manufacture of Amino/Phenolic Resins on September 16, 2015. The Sierra Club, Georgia-Pacific and Tembec BTLSR filed petitions for reconsideration. On March 27, 2015, the EPA granted reconsideration of this rule on issues related to the emission standards for continuous process vents and pressure relief devices (PRDs). This final rule addresses the issues concerning continuous process vents that were raised in the petitions.",Fall_2017
Deregulatory,"States are now required to account for Condensable Particulate Matter (CPM) in establishing emissions limits for particulate matter (PM2.5 and PM10) in all applicable Prevention of Significant Deterioration (PSD) and nonattainment New Source Review (NSR) permits issued. The NSR regulations require that the measurement and control of PM from major stationary sources and major modifications include the condensable component for both PM2.5 and PM10 emissions. Accordingly, CPM must be considered (1) in the Prevention of Significant Deterioration (PSD) program in areas that are classified attainment or unclassifiable for the 1997 annual secondary, 2008 24-hour primary or secondary or 2012 annual primary PM2.5 National Ambient Air Quality Standards (NAAQS) or the PM10 NAAQS, and (2) in nonattainment NSR in areas that are nonattainment for any of the PM2.5 or PM10 NAAQS. Stakeholders have expressed concern that source-specific CPM test results obtained with Method 202 could include positive bias that translates into overestimations of emissions. Some of these stakeholder issues involve the quality of reagent chemicals used in the method, while other issues involve equipment preparation or contamination pre- and post-sampling. Such overestimation could inappropriately affect determinations as to whether major source nonattainment NSR or PSD applies to a new source or modification, required air quality impact analyses and emission offset requirements. The EPA is revising sections of Method 202 including, but not limited to, the proof blank train preparation and recovery requirements in the method and use of the proof and field train blanks. The revisions would address consistency in the execution of Method 202, which has shown wide variation in its implementation, and allow many performance-based options and procedures.",Fall_2017
Deregulatory,"Method 301 provides a set of procedures that the owner or operator of an affected source subject to requirements under 40 CFR part 63 can use to validate an alternative test method to a test method required in 40 CFR part 63, or to validate a stand-alone alternative test method based on established precision and bias criteria. This method describes the minimum procedures that you must use to validate an alternative test method to meet 40 CFR part 63 compliance requirements. This method includes minimum procedures to determine and document systematic error (bias) and random error (precision) of measured concentrations from exhaust gases, wastewater, sludge, and other media. It contains procedures for ensuring sample stability if such procedures are not included in the test method. This method also includes optional procedures for ruggedness and detection limits. The EPA is finalizing revisions to existing Method 301. The revisions include editorial, technical, and consistency changes in the language, tables, and equations of Method 301. Technical revisions include the specification of when certain procedures in Method 301 are required and when they are optional, and consistency changes include a requirement for the same number of samples to be analyzed independent of the approach chosen to validate the alternative method. Other revisions include revising the language for the bias acceptance criteria and adding a correction factor equation for a site specific determination of bias, requiring ruggedness testing and determination of a detection limit when using Method 301 as validation for multiple sources, requiring the same number of samples when using a quadruplicate sampling system or analyte spiking to reduce the amount of uncertainty in statistical calculations, and updating limit of detection procedures to incorporate media specific data. Method 301 was originally published on December 29, 1992 [57 FR 61970], as a field validation protocol method. On March 16, 1994, Method 301 was included in 40 CFR 63.7 [59 FR 12430] to validate alternative test method requests. To date, subsequent revisions of Method 301 have not been changed to distinguish requirements for site-specific applications of the method versus a single validation for multiple sources. The EPA recognized that there were a number of ways Method 301 could be clarified while reviewing submitted data and answering questions from facilities, environmental labs, and technology vendors on the application and requirements of the method. The changes are intended to improve the readability of the method and ensure that required calculations and acceptance criteria for each of Method 301's three validation approaches are clear. The revisions to Method 301 were proposed on December 2, 2016.",Fall_2017
Deregulatory,"This action will complete the rule changes necessary to merge electronic reporting requirements into the Emissions Collection Monitoring Plan System (ECMPS) Client Tool and extends the submission of portable document format (PDF) versions of reports in lieu of submissions via the Compliance and Emissions Data Reporting Interface (CEDRI) for three years. This action reduces regulatory burden for electric utility steam generating unit owners or operators because the PDF reporting extension eliminates reporting their data via two separate electronic systems until 2021, when the ECMPS Client Tool reprogramming will be complete and ready for use.",Fall_2017
Deregulatory,"This action finalizes amendments to remove the additional continuous monitoring requirements for pressure release devices (PRDs) on containers that were added to the national emission standards for hazardous air pollutants (NESHAP) in the 2015 risk and technology review (RTR) final rule. The original Off-Site Waste and Recovery Operations (OSWRO) NESHAP already contains standards that require the containers and closure devices, including PRDs, to either meet a Department of Transportation regulation on hazardous materials, which requires facilities to demonstrate they operate with no detectable organic emissions (Method 21), and/or meet vapor tightness requirements (Method 27). Within 24-hours of a container being accepted, the OSWRO facility must undertake a visual inspection of the container, its cover and closure devices. If containers remain on-site for a period of one year or more, facilities must visually inspect the containers and their closure devices at least once every calendar year that they remain on-site. Therefore, we have determined that the additional continuous monitoring requirement for PRDs on containers promulgated in the 2015 rule are not warranted.",Fall_2017
Deregulatory,"On April 4, 2017, the EPA announced it is reviewing the Clean Power Plan (CPP), found at 40 CFR part 60, subpart UUUU. This action proposes to withdraw the CPP on grounds that it exceeds the statutory authority provided under section 111 of the Clean Air Act.",Fall_2017
Deregulatory,"This action involves a continued approval of an alternative monitoring method to the Portland Cement Industry direct final rule, which was originally intended as a short-term solution to a timing issue relative to compliance demonstrations. In July 2016, when this alternative monitoring method was first published (via a direct final rulemaking), it was believed that hydrogen chloride (HCl) calibration gases would become available within a period of one year (i.e., the rule provides for the use of this alternative monitoring method until July 25, 2017). The calibration gases are needed for compliance demonstrations relative to the HCl continuous monitoring requirements of the Portland Cement Industry final rule. However, as the one-year deadline approached, it became apparent that the calibration gases wound not be widely available for operators, and when the date that the calibration gases would become readily available was uncertain. For this reason, we developed a direct final rule/parallel proposal to extend the alternative monitoring method until such time when the calibration gases became available. (Note that this change will affect only kilns that do not have HCl controls, which are required to continuously monitor for HCl.) The direct final rule/parallel proposal included an alternative method for HCl compliance that requires a yearly stack test along with the HCl monitors performing as parametric monitors instead of direct continuous monitoring. The direct final/parallel proposal was published on June 23, 2017. It was believed that the action would not receive any adverse comment from the public, but on June 29, 2017, we received adverse comment from EarthJustice. Due to the shortened comment period of the direct final/parallel proposal, we were unable to withdraw the direct final in a timely manner. We have now published a final rule to restore the National Ambient Air Quality Standards (NESHAP) to the conditions that existed prior to the direct final amendments. In addition, we have re-proposed the alternative monitoring method with the intention of allowing additional time for the public to comment. After opportunity for the public to comment, we will take final action considering all comments received on the proposal, and the comments that were received from the direct final and parallel proposal published on June 23, 2017.",Fall_2017
